timestamp,plate,result
2026-03-30T19:12:10.048221,TN01AB1234,GRANTED
2026-03-30T19:12:17.258088,TN01AB1234,GRANTED
2026-03-30T19:12:24.977919,LIFI_OVERRIDE,GRANTED-LIFI
2026-04-15 05:46:31.296374,1
2026-04-15 05:46:43.713420,1
2026-04-15 05:50:51.775172,1
2026-04-15 05:51:09.098295,1
